700nm,710nm,717nm,725nm,732nm,740nm,743nm,748nm,751nm,753nm,758nm,763nm,768nm,780nm,792nm,798nm,805nm,815nm,830nm,850nm
0.03117413925717962,0.031219146356808978,0.03318545184452923,0.04094688898740111,0.05260152652209489,0.06328740176532545,0.07198532595858896,0.0884062334250766,0.09710015176606672,0.10289382468629185,0.11929366933743493,0.12316794291399537,0.09911440405152806,0.04042015983261112,0.03467941612242775,0.038568445683078385,0.044372513566970806,0.05886083124252142,0.07829640346370528,0.06307415129296144
0.033013250817004944,0.0332264974090534,0.03533414036514339,0.04326970859700295,0.055058162519919636,0.06600336362286037,0.07478654285396392,0.09135385878419135,0.1001504713879873,0.10601277152911764,0.12253768212969746,0.12659881150630134,0.10293712406221713,0.0451602718774633,0.03984154937579158,0.04401068960231044,0.050008395723312185,0.06470799780290215,0.08464732631341577,0.07011547783661484
0.03166742950018796,0.031790222425539104,0.03380330735600836,0.04157128276287279,0.0531928908945609,0.06389991308563912,0.07255262519298866,0.08887978483415289,0.09753356351624544,0.10329975367867929,0.1195906874944407,0.12350293838469117,0.09984467962955754,0.04209934225929955,0.03658591859587786,0.0405525270794421,0.04637896224646726,0.06081469777613532,0.08030296962719731,0.06555571979540087
0.03278120294707072,0.03298079199008761,0.03507584423937825,0.04299313449907221,0.05478189389735655,0.0657035496652503,0.07447361970963878,0.09101564726573365,0.09979449774220853,0.10564407825005534,0.12213970113421266,0.12617121808704518,0.10247220418496757,0.04460993927912915,0.039234863422499856,0.04336301608282526,0.049329249772157496,0.06399140588875055,0.08388458926882536,0.06931347583704381
0.030820031576683848,0.03085569399559241,0.032797528951953536,0.040482743615301645,0.05202638108800608,0.06260565609425411,0.07122430449583786,0.08749665032067117,0.09611102106251065,0.10185183928849909,0.11810554157393412,0.1219388244350323,0.09807546483040634,0.039846866487606276,0.034138019571052704,0.03798169767916601,0.04372781943928155,0.05808231588662818,0.07732243228357848,0.062193104429661666
0.032766519724000825,0.03294047550620145,0.03502737507810005,0.042971403008980384,0.05480590073654847,0.06575875171887843,0.0745769706067821,0.09121353339917794,0.10004044134071084,0.10592272057204753,0.12252067333456042,0.1265601608388072,0.10264961040781333,0.04427509929527425,0.038815745013897035,0.04294067525817628,0.04892738032515517,0.06366715215328737,0.0836127079952187,0.06882313180136979
0.031140187262342453,0.031190369505446687,0.03315558561927158,0.040900648901922874,0.05252775369150908,0.06319190120632402,0.0718679181733091,0.0882469020079992,0.09691927331515231,0.10269853951552803,0.11905549195880939,0.1229239746002989,0.09894939122731666,0.04044674439265587,0.03473390794978714,0.0386198080009177,0.044412846112242506,0.05886623678247973,0.07826325717955177,0.06310616530847477
0.03178802744218119,0.0318955594936182,0.03391341562067942,0.041735933049519516,0.05344931376390082,0.06422923269444358,0.07295348111130104,0.089417249157215,0.09814127931020417,0.10395436823936653,0.12038437240239994,0.12431597775355435,0.10040406433771065,0.04204309109242948,0.03644094571814094,0.04041879872613167,0.046281582585942435,0.0608311847115998,0.08044913608368488,0.06549780590235119
0.031036931832594636,0.031062274605724298,0.03301919018212501,0.040788977032693276,0.0524807603561769,0.06317758388841853,0.07189697795150034,0.08835918967678677,0.09707072690272264,0.10287564226323219,0.11931607626205926,0.12317593311647985,0.09897656105539646,0.03993242128181048,0.0341067128343029,0.037968295343983945,0.04376417606649443,0.05827460110757715,0.07772590779985585,0.06237031174319906
0.031703029974404114,0.03182114262750611,0.033835419888767114,0.04161902397764914,0.053266339296586446,0.06399406175538996,0.07266754660129601,0.08903447677247818,0.09770878133616577,0.1034887145082195,0.11982043449825763,0.12373863437225899,0.10000685583424643,0.04208302199822466,0.036544358409768433,0.040514601672868,0.04635193551523183,0.06082110202848079,0.08034616621052273,0.06553813879860865
