700nm,710nm,717nm,725nm,732nm,740nm,743nm,748nm,751nm,753nm,758nm,763nm,768nm,780nm,792nm,798nm,805nm,815nm,830nm,850nm
0.13314488383761877,0.14416377077590448,0.1542644171359997,0.16904809044486632,0.18309717129118058,0.20476764893647578,0.2141337028340186,0.23084568135708525,0.24131362394845668,0.24829225234270424,0.2635350459406662,0.2773086546135233,0.2921841519802089,0.32597540525761837,0.35076790086876125,0.3706018973576755,0.38566104283999925,0.40567868744455166,0.44718316157876103,0.48574926586276096
0.0895669913054885,0.09697943196525306,0.1037741692367039,0.1137191937885547,0.12317005562975453,0.13774785559395816,0.14404843015475804,0.15529063182206765,0.16233245044884398,0.1670269962000282,0.17728087244603585,0.18654642327074156,0.1965532181614237,0.2192847028513684,0.23596269433583866,0.2493050875234149,0.25943542309175976,0.2729013569569988,0.3008215501087786,0.3267650924179546
0.07322530070968711,0.07928532559600605,0.08484034840846508,0.09297088179760964,0.10069741352766629,0.11261546247076018,0.11776648362413128,0.12695752136838165,0.13271454501038465,0.13655256077171996,0.1449355951977945,0.15251062630569318,0.16069165990222373,0.17927573622026846,0.19291079221448607,0.20381883700986017,0.21210087102116268,0.22310991623130877,0.24593600996977674,0.267146097071893
0.13152865975892744,0.14241379022173525,0.15239182647930904,0.16699604318357616,0.1808745845236561,0.20228200776717808,0.2115343686605647,0.22804348319582318,0.23838435713549058,0.2452782730952688,0.26033603690215296,0.2739424499806627,0.2886373761054532,0.32201844285806375,0.3465099863993813,0.3661032212324353,0.3809795661982726,0.4007542198723735,0.44175487794894946,0.4798528345687767
0.09544006879238123,0.1033385572441645,0.11057883832496584,0.12117597699777506,0.13124654977379874,0.14678024372897253,0.15349395891298828,0.1654733330648596,0.1729768970940537,0.17797927311351644,0.18890551547181667,0.19877862603654575,0.20944158544645314,0.2336636166985885,0.2514352157151009,0.26565249492831083,0.2764470958124146,0.2907960164998209,0.32054698966820455,0.34819169924944604
0.12314668839331165,0.1333381384672409,0.14268030103500937,0.15635382988419777,0.16934792872845755,0.1893911138738517,0.19805384643669158,0.2135108790488176,0.2231927566190504,0.2296473416658722,0.24374551426814103,0.2564848268605526,0.270243284460357,0.3014970646870734,0.3244278273534142,0.34277243748648684,0.35670075258752343,0.37521522022182824,0.41360301550029505,0.44927309075904737
0.1386426949099366,0.15011657310937965,0.16063429479220243,0.1760284147097885,0.19065760941407836,0.21322290320631632,0.22297569967584288,0.24037774827833147,0.25127793256780234,0.2585447220941163,0.2744169202700125,0.2887592680193163,0.3042490035885643,0.33943556340018965,0.3652517893489365,0.38590477010793395,0.40158573698050604,0.4224299490428276,0.465648223594063,0.5058067972921136
0.09531024087901599,0.10319798495176215,0.11042841701844612,0.12101114031604719,0.13106801400879856,0.14658057735186597,0.1532851598137002,0.16524823832403185,0.1727415951931407,0.17773716643921325,0.18864854573984546,0.19850822583077815,0.20915668032898543,0.23334576215207362,0.2510931863157525,0.2652911256466956,0.27607104254611525,0.29040044427827083,0.3201109469522813,0.34771805120689286
0.11766960532170732,0.12740777955522795,0.13633443926928848,0.1493998230325953,0.16181599518033407,0.18096773783959128,0.1892451859380838,0.2040147501922567,0.21326601571410128,0.21943352606199765,0.23290466708503452,0.24507738487693526,0.2582239200921881,0.2880876544083179,0.3099985464337393,0.32752726005407645,0.3408360981732212,0.35852711469745036,0.3952075709770446,0.42929118079436673
0.09572528122247177,0.10364737346157289,0.11090929134741558,0.12153809843487623,0.13163876603973015,0.147218880776629,0.15395265917986495,0.1659678324091683,0.17349382003631436,0.17851114512107838,0.18947003938516827,0.19937265468404466,0.21006747920683116,0.23436189540674124,0.25218660294471873,0.26644636897510077,0.2772732283685389,0.29166502926957266,0.3215049100368535,0.34923223287370736
